sector,property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score
sector 43,flat,ansal maple heights,1.5,12658.0,3,3,3+,7.0,Old Property,1385.0,0,0,0,0,1,0,174
sector 107,flat,m3m woodshire,1.65,5961.0,4,5,3+,12.0,Relatively new property,2505.0,1,0,0,0,0,1,21
sector 99a,flat,pareena coban residences,1.1,7097.0,2,2,3,9.0,New Property,1368.0,0,1,0,0,0,1,88
sector 66,flat,ireo uptown,1.85,12568.0,2,3,3,16.0,Relatively new property,1470.0,1,0,1,0,0,0,79
sector 2,house,independent,6.0,20000.0,4,4,1,2.0,Relatively new property,3000.0,0,0,0,0,0,1,0
sector 103,flat,signature global grand iva,0.3,8287.0,1,2,2,5.0,New Property,402.0,0,0,0,0,0,1,37
sector 79,flat,godrej aria,1.1,7774.0,2,2,3+,4.0,New Property,1223.0,0,0,0,0,0,0,49
sector 37c,flat,corona optus,1.4,7035.0,3,3,3+,4.0,Relatively new property,1890.0,1,0,0,0,0,1,149
sector 90,flat,shree vardhman flora,0.95,6333.0,3,3,3,9.0,Relatively new property,1667.0,1,0,0,0,0,1,90
sector 99a,flat,pareena coban residences,1.16,5809.0,3,3,3,3.0,Relatively new property,1790.0,1,0,1,0,0,1,49
sector 37c,flat,imperia the esfera,0.7,4878.0,2,3,3+,12.0,Under Construction,1299.0,0,1,1,0,0,1,58
sector 65,flat,emaar mgf emerald floors,3.2,10159.0,4,3,2,1.0,Relatively new property,3150.0,1,0,0,0,0,1,0
sector 4,house,independent,0.55,6813.0,2,1,1,1.0,Moderately New Property,75.0,0,0,0,0,0,1,0
sector 61,flat,puri the aravallis,3.87,17200.0,3,4,3+,21.0,Under Construction,2250.0,1,0,0,0,0,1,58
sector 99a,flat,pareena coban residences,1.3,6510.0,3,3,0,16.0,New Property,1997.0,0,0,0,0,0,1,0
sector 49,flat,orchid petals,1.95,9974.0,3,3,3,2.0,Old Property,1633.0,0,0,0,0,0,0,90
sector 109,house,international city by sobha phase 1,6.75,10838.0,4,4,3+,2.0,New Property,6228.0,1,0,0,1,0,1,130
sector 22,flat,ambience creacions,4.8,19200.0,4,6,3+,10.0,New Property,2778.0,1,0,0,1,0,2,49
sector 95,flat,rof ananda,0.26,6032.0,1,1,1,8.0,New Property,406.0,0,0,0,0,0,1,49
sector 83,flat,vatika lifestyle homes,1.05,5983.0,3,3,2,14.0,Relatively new property,1588.0,1,1,0,1,1,0,174
sector 104,flat,puri emerald bay,1.58,9117.0,2,3,3,11.0,Relatively new property,1538.0,1,0,0,0,0,1,101
sector 37d,flat,ramprastha the atrium,1.0,7782.0,3,3,2,4.0,Relatively new property,1163.0,0,0,0,0,0,1,13
sector 14,flat,essel towers,2.2,12500.0,3,4,3+,3.0,Old Property,1956.0,0,0,0,0,0,1,0
sector 22,flat,ambience creacions,1.99,15547.0,2,2,2,9.0,New Property,1285.0,0,0,0,0,0,1,49
sector 6,house,independent,1.25,11574.0,2,5,1,2.0,New Property,120.0,0,0,0,1,0,1,0
sector 80,flat,godrej frontier,1.1,5705.0,3,3,3,8.0,Moderately New Property,1580.0,1,0,0,0,0,1,111
sector 49,house,uppal southend,3.75,25562.0,2,6,3,3.0,Moderately New Property,1467.02,0,0,1,0,0,1,49
sector 88a,flat,godrej icon,1.31,8101.0,2,2,3+,3.0,Relatively new property,1463.0,0,1,0,0,0,1,102
sector 86,house,dlf new town heights,2.47,7718.0,4,4,3+,2.0,Moderately New Property,2800.0,1,0,0,1,0,0,130
sector 102,flat,shapoorji pallonji joyville gurugram,2.12,11447.0,3,3,3,9.0,New Property,1571.0,0,0,0,0,0,1,109
sector 91,flat,dlf new town heights,1.8,7679.0,4,4,3+,6.0,Moderately New Property,2604.0,1,0,0,1,0,1,81
sector 81,flat,bestech park view ananda,1.4,7735.0,3,3,3+,6.0,Relatively new property,1475.0,0,0,0,0,0,1,95
sector 91,house,dlf new town heights,2.5,7058.0,4,4,3+,3.0,Moderately New Property,3400.0,1,1,0,1,1,0,80
sector 89,flat,ace palm floors,0.97,7861.0,2,2,2,1.0,New Property,1371.0,0,1,0,0,0,1,28
sector 108,flat,experion the heartsong,1.68,8387.0,3,3,3+,4.0,Relatively new property,1338.29,1,1,0,0,0,0,86
sector 85,flat,ss the leaf,2.0,8306.0,3,4,3,6.0,Relatively new property,2300.0,1,0,0,0,0,1,49
sector 106,flat,paras dews,1.4,9979.0,4,6,3+,10.0,Relatively new property,1535.0,1,0,0,0,0,1,174
sector 69,flat,tulip violet,1.31,8518.0,3,3,2,12.0,Relatively new property,1392.0,0,0,0,1,0,0,174
sector 56,flat,smriti apartment,0.6,10000.0,1,1,1,2.0,Moderately New Property,543.0,0,0,0,0,0,1,49
sector 79,flat,supertech araville,1.0,6536.0,2,2,3,4.0,Relatively new property,1700.0,0,1,0,0,0,1,24
sohna road,flat,gls arawali homes,0.35,6076.0,2,2,2,12.0,New Property,521.0,0,0,0,0,0,1,42
sector 104,flat,puri emerald bay,1.8,8824.0,2,3,3,23.0,New Property,1538.0,1,0,0,0,0,1,36
sector 83,flat,vatika emilia floors,0.6,5714.0,2,2,2,1.0,Relatively new property,990.0,0,0,0,0,0,0,167
sector 61,flat,smart world orchard,1.5,12500.0,2,2,2,2.0,Under Construction,1333.0,0,1,0,0,0,1,49
sector 107,flat,signature global solera,0.5,7692.0,2,2,1,11.0,Relatively new property,494.0,0,0,0,0,0,1,55
sector 9,house,independent,1.65,18333.0,2,3,0,3.0,Old Property,900.0,0,0,0,0,0,1,0
sohna road,flat,ashiana anmol,0.99,8216.0,2,2,2,6.0,Under Construction,1045.0,0,0,0,0,0,1,49
sector 10a,flat,maxworth city residences,0.8,6400.0,2,3,2,9.0,New Property,1389.0,0,0,0,0,0,1,46
sector 92,flat,bestech park view sanskruti,1.6,7547.0,3,3,3,10.0,Relatively new property,1765.0,1,0,0,0,0,0,60
sector 85,flat,ss the leaf,1.2,9677.0,2,2,3+,9.0,Relatively new property,1491.0,0,0,0,0,1,1,148
sector 95,flat,ramsons kshitij,0.32,4501.0,2,2,1,8.0,Relatively new property,563.0,0,0,1,0,0,2,28
sector 103,house,independent,2.25,6367.0,3,5,3+,10.0,Relatively new property,3534.0,0,0,0,0,0,1,0
sector 109,house,international city by sobha phase 1,5.9,24280.0,4,5,2,2.0,Relatively new property,2430.0,1,0,0,0,0,0,111
sector 103,flat,indiabulls centrum park,1.33,8581.0,3,3,3+,8.0,Relatively new property,1671.0,0,1,0,0,0,1,150
sector 56,flat,the lions cghs,1.99,11056.0,4,4,3+,4.0,Old Property,2000.0,0,0,1,1,0,0,105
sector 85,flat,orris carnation residency,0.9,6429.0,3,3,2,12.0,Relatively new property,1402.0,0,0,0,0,0,1,120
sector 70a,flat,capital residences 360,1.69,8553.0,3,3,3+,8.0,New Property,1900.0,1,0,0,0,0,1,165
sector 85,flat,ss the leaf,1.1,12472.0,2,2,3,12.0,Relatively new property,1173.0,0,1,0,0,0,1,75
sector 106,flat,mrg skyline,1.82,13392.0,3,2,2,4.0,Relatively new property,1359.0,0,0,0,0,0,1,0
sector 79,flat,bestech altura,1.72,8398.0,3,4,3,9.0,New Property,2050.0,0,0,0,0,0,1,49
sector 67,flat,m3m merlin,3.5,14583.0,3,4,3,17.0,Relatively new property,2225.0,1,0,0,0,1,0,167
sector 107,flat,signature global solera,0.35,6494.0,2,2,2,8.0,Relatively new property,608.0,0,0,0,0,0,1,45
sector 69,flat,tulip violet,1.4,8929.0,3,3,1,12.0,Relatively new property,1419.0,0,0,0,0,0,1,157
sector 106,flat,paras dews,1.0,7220.0,2,2,3+,2.0,New Property,940.0,0,0,0,0,0,0,21
sector 48,house,vipul tatvam villa,8.5,26235.0,4,6,3,3.0,Old Property,3240.0,1,0,1,1,0,1,49
sector 70,flat,shree vardhman victoria,1.8,9231.0,3,3,3+,10.0,New Property,1765.0,0,0,1,0,0,0,49
sector 106,flat,paras dews,1.32,5605.0,4,5,3+,11.0,Relatively new property,1535.0,1,0,0,0,0,1,49
sector 102,flat,conscient heritage max,2.15,10005.0,3,4,3+,18.0,Relatively new property,1945.0,1,1,0,0,0,0,134
sector 77,flat,umang winter hills,1.1,5296.0,3,4,3+,9.0,Relatively new property,1829.0,1,0,0,0,0,1,49
sector 66,flat,ireo uptown,1.5,11219.0,2,3,3,1.0,Relatively new property,1330.0,1,0,1,0,0,0,79
sector 28,house,independent,8.4,34568.0,4,4,3+,2.0,Relatively new property,2430.0,1,0,0,1,1,0,139
sector 83,flat,vatika gurgaon,1.18,6801.0,3,3,2,14.0,Relatively new property,1618.0,0,0,0,0,0,1,26
sector 111,flat,puri diplomatic greens,3.9,13000.0,4,5,3+,6.0,Relatively new property,2996.0,1,0,0,0,0,2,160
sector 26,house,dlf city plots,17.3,38734.0,6,7,3+,3.0,New Property,4518.0,1,1,0,1,1,0,124
sohna road,flat,eldeco accolade,0.95,6543.0,2,2,3+,6.0,New Property,1129.0,0,1,0,0,0,0,56
sector 90,flat,shree vardhman flora,0.75,5769.0,2,2,3,8.0,Relatively new property,1444.0,0,0,0,0,0,1,60
sector 81,flat,signature global city 81,0.8,14652.0,2,2,2,4.0,Under Construction,607.0,0,1,0,0,0,1,36
sector 7,house,independent,6.5,15046.0,3,2,3+,2.0,Old Property,4320.0,0,0,0,0,0,1,9
sector 103,house,satya the hermitage,4.35,13501.0,4,4,3+,2.0,Relatively new property,3222.0,1,1,0,1,1,1,138
sector 89,flat,smart world gems,1.2,12526.0,3,3,3,3.0,Under Construction,1064.0,0,0,0,1,1,1,131
sector 4,flat,shri ram apartments,0.46,5111.0,2,2,1,1.0,Relatively new property,1000.0,0,0,0,0,0,0,69
sector 90,flat,shree vardhman flora,0.7,5178.0,2,2,3,9.0,New Property,1224.0,0,1,0,0,0,1,97
sector 65,flat,emaar mgf emerald floors premier,2.55,15455.0,3,3,3,3.0,Relatively new property,1650.0,1,1,0,0,0,1,21
sector 82,house,vatika signature villas,5.0,15432.0,4,4,3+,3.0,Relatively new property,3240.0,1,0,0,1,1,1,24
sector 55,house,independent,4.6,21296.0,3,3,3+,2.0,Old Property,2160.0,1,0,0,1,1,0,37
sector 110,flat,indiabulls enigma,3.7,10882.0,4,5,3,7.0,Relatively new property,3077.0,1,0,0,0,0,1,156
sector 6,flat,divya apartments,0.6,7595.0,2,2,0,2.0,Relatively new property,790.0,0,0,0,0,0,0,15
sector 61,flat,smart world orchard,1.65,13750.0,2,2,2,1.0,Under Construction,1333.0,0,1,0,0,0,1,16
sector 67a,house,4s aradhya homes,1.83,6778.0,4,4,2,4.0,New Property,2700.0,0,0,0,1,0,0,145
sector 92,flat,sare green parc 2,0.61,4837.0,3,2,2,6.0,Under Construction,1141.0,0,0,1,0,0,1,0
sector 85,flat,ss the leaf,2.1,7468.0,4,5,3+,9.0,Relatively new property,2545.0,0,0,0,0,0,0,67
sector 86,flat,pyramid urban homes 2,0.6,8000.0,3,2,2,2.0,New Property,833.0,0,0,0,0,0,1,13
sector 77,flat,emaar mgf palm hills,1.5,12744.0,3,3,3,4.0,Relatively new property,1310.0,0,0,0,0,0,0,97
sector 61,flat,smart world orchard,2.1,13752.0,3,2,3,3.0,Under Construction,1534.0,0,0,0,0,0,1,146
sector 24,house,dlf city plots phase 3,1.6,3292.0,8,5,3+,4.0,Old Property,540.0,0,0,0,0,0,1,8
sector 113,flat,la vida by tata housing,1.75,10492.0,2,2,3,10.0,Relatively new property,1424.0,0,1,0,0,0,1,93
sector 3,flat,godrej habitat,1.3,9003.0,2,2,2,6.0,Under Construction,1604.0,0,0,0,0,0,1,36
sector 28,flat,dlf regency park,2.25,14516.0,3,3,2,16.0,Old Property,1700.0,1,0,0,0,0,1,89
sector 106,flat,viridian the plaza 106,0.46,6571.0,1,1,1,18.0,New Property,778.0,0,0,0,0,0,1,104
sector 104,flat,godrej summit,1.3,9028.0,3,2,3+,16.0,Relatively new property,1303.0,0,1,0,1,1,0,0
sector 2,flat,bestech park view residency,1.4,7865.0,3,3,3+,8.0,Moderately New Property,1611.0,0,0,0,0,0,1,92
sector 71,flat,chd avenue,0.82,7081.0,2,2,2,6.0,Moderately New Property,1086.0,0,0,0,0,0,1,0
sector 37c,flat,corona optus,1.43,7186.0,3,3,3+,2.0,Relatively new property,1834.0,1,0,1,0,0,1,49
sector 86,flat,dlf the skycourt,1.54,9222.0,3,3,3+,15.0,Relatively new property,1780.0,1,0,0,0,0,1,174
sector 88a,flat,godrej oasis,1.29,7799.0,3,3,3,5.0,New Property,1642.0,0,1,1,0,0,1,65
sector 7,house,independent,1.15,8518.0,5,3,2,2.0,Old Property,1350.0,0,0,0,1,0,1,15
sector 49,house,independent,4.45,15451.0,6,6,3,3.0,Moderately New Property,2880.0,1,1,0,1,1,2,152
sector 48,house,vipul tatvam villa,7.35,22812.0,4,5,2,2.0,Moderately New Property,3222.0,1,1,0,1,1,0,144
sector 103,flat,satya the hermitage,0.8,5517.0,2,2,0,10.0,Relatively new property,1450.0,0,0,0,0,0,1,61
sector 81,flat,bestech park view ananda,0.88,8044.0,2,2,3,8.0,Relatively new property,1223.0,0,1,0,0,0,0,95
sector 2,flat,palam vihar extension west zone rwa,0.2,4000.0,1,1,1,1.0,Moderately New Property,556.0,0,0,1,0,0,1,0
sector 79,flat,godrej aria,0.96,13296.0,2,2,3,8.0,Relatively new property,1012.0,0,0,0,0,0,1,49
sector 33,flat,godrej nature plus,1.35,8232.0,3,2,3+,7.0,Under Construction,1484.0,0,0,0,1,0,1,49
sector 33,flat,central park flower valley,2.3,12778.0,4,4,3+,5.0,New Property,2000.0,1,0,0,1,0,1,42
sector 72,house,spaze privy,3.1,8486.0,5,5,3+,21.0,Relatively new property,3653.0,0,0,0,0,0,1,0
sector 76,flat,corona gracieux,1.46,5499.0,4,6,3+,8.0,New Property,2398.0,1,0,0,0,0,1,58
sector 50,flat,the close north,2.65,10685.0,3,4,3+,6.0,Moderately New Property,2470.0,1,0,0,0,0,0,174
sector 109,flat,sbtl caladium,1.2,6383.0,3,2,2,8.0,Relatively new property,1701.0,0,0,0,0,0,1,151
sohna road,flat,tulsiani easy in homes,0.4,6723.0,2,2,3,12.0,New Property,661.0,0,0,0,0,0,1,36
sector 104,flat,puri emerald bay,2.3,9388.0,3,4,3+,10.0,Moderately New Property,2217.0,1,0,0,0,0,1,101
sector 91,flat,tarc maceo,0.96,5411.0,2,2,3+,8.0,Moderately New Property,1271.0,0,0,0,0,0,1,85
sector 41,flat,south city 1 floors,3.4,11724.0,4,4,3,0.0,Old Property,2900.0,0,0,0,0,0,1,0
sector 95,flat,signature the roselia,0.41,6193.0,2,2,2,12.0,New Property,670.0,0,1,0,0,0,0,90
sector 65,flat,emaar mgf emerald floors premier,2.5,15152.0,3,3,3,3.0,Relatively new property,1493.0,1,1,0,0,0,1,15
sohna road road,flat,bhemerlei,0.69,5100.0,2,2,2,3.0,Under Construction,1350.0,0,0,0,0,0,1,0
sector 56,flat,smriti apartment,0.45,7500.0,1,1,2,3.0,Old Property,543.0,0,0,0,0,0,1,57
sector 85,flat,ss the leaf,1.78,7392.0,3,4,3+,6.0,New Property,2179.0,0,0,0,0,1,1,113
sector 104,flat,hero homes,1.35,9568.0,3,2,2,18.0,New Property,1094.0,0,0,0,0,0,1,49
sector 79,flat,godrej,1.47,16261.0,2,2,3,9.0,New Property,93.0,0,1,0,0,0,1,99
sohna road,flat,mvn athens,0.27,5895.0,2,2,1,0.0,Relatively new property,508.0,0,0,0,0,0,0,69
sector 36,flat,signature global infinity mall,0.41,6269.0,2,2,3,3.0,New Property,654.0,0,0,0,0,0,1,0
sector 90,flat,dlf regal gardens,1.3,7151.0,3,3,3+,7.0,Relatively new property,1700.0,0,0,0,0,0,1,141
sector 48,flat,parsvnath green ville,1.75,7202.0,3,3,3,7.0,Old Property,2200.0,1,0,0,0,0,0,109
sector 92,flat,sare green parc phase 3,1.1,6875.0,4,3,2,12.0,New Property,1778.0,0,0,0,0,0,1,15
gwal pahari,flat,krrish provence estate,5.25,9052.0,4,5,3+,2.0,New Property,5249.0,1,1,0,1,0,1,49
sector 95,flat,rof ananda,0.46,6319.0,2,2,2,11.0,New Property,809.0,0,1,0,0,0,1,82
sector 54,house,suncity township,2.0,3441.0,9,9,3,11.0,Relatively new property,60.0,1,0,0,0,0,2,7
sector 65,flat,emaar mgf emerald floors premier,2.8,16970.0,4,4,3,2.0,Relatively new property,1650.0,0,1,0,0,0,0,89
sector 79,flat,godrej,2.0,8475.0,3,4,3+,9.0,Relatively new property,1963.0,1,0,0,0,0,1,108
sector 65,flat,emaar mgf emerald floors premier,2.36,14303.0,3,3,3,2.0,Relatively new property,1524.0,1,1,0,0,0,0,136
sector 48,flat,central park resorts,11.25,28266.0,4,5,3+,2.0,Relatively new property,4422.0,1,0,0,1,0,1,45
sector 99a,flat,pareena coban residences,1.08,6626.0,3,5,3,2.0,Relatively new property,1750.0,1,0,1,0,0,1,49
sector 69,flat,tulip violet,1.55,9823.0,3,3,2,5.0,Relatively new property,1428.0,0,0,0,1,0,1,99
sector 46,house,rwa sector 46,4.5,24390.0,6,6,3+,3.0,Moderately New Property,1845.02,0,0,0,0,1,0,80
sector 90,flat,shree vardhman flora,0.9,4615.0,3,4,3,4.0,Relatively new property,1765.0,1,0,0,0,0,1,165
sector 113,flat,la vida by tata housing,1.38,12000.0,2,2,3,8.0,New Property,1350.0,0,1,0,0,0,1,174
manesar,flat,sbr apartment,0.68,4456.0,3,3,3,2.0,Moderately New Property,1526.0,0,0,0,0,0,1,0
sector 86,flat,dlf new town heights,1.25,6477.0,3,4,3+,2.0,Relatively new property,1747.0,1,0,0,1,0,1,65
sector 89,flat,smart world gems,0.88,7964.0,2,2,3,2.0,New Property,1228.0,0,1,0,0,0,1,44
sector 109,flat,ats kocoon,1.7,12879.0,3,3,3,22.0,Relatively new property,1550.0,0,0,0,0,0,1,103
sohna road,house,independent,1.55,14720.0,2,3,2,1.0,New Property,1053.0,0,1,0,1,0,0,49
sector 84,flat,antriksh heights,1.05,5012.0,4,4,3+,3.0,New Property,1896.0,0,1,0,0,0,1,66
sector 108,flat,experion the heartsong,1.65,8238.0,3,4,3,3.0,Moderately New Property,1771.32,0,1,0,0,0,0,75
sector 43,house,independent,5.75,23662.0,4,4,2,4.0,Under Construction,2430.06,1,0,0,0,1,2,153
sector 13,house,independent,4.5,9091.0,4,5,2,2.0,Old Property,4950.0,0,0,0,0,0,1,0
sector 12,house,independent,1.2,14184.0,2,4,2,2.0,Relatively new property,846.0,0,0,0,1,0,0,7
sector 110,flat,city shri ram apartments 1,0.22,3667.0,2,1,1,1.0,Relatively new property,543.0,0,0,0,0,0,1,0
sector 43,flat,the rama apartment cghs,2.5,10204.0,4,4,3+,4.0,Moderately New Property,2722.0,1,0,0,0,0,1,26
sector 113,flat,m3m capital,3.25,14143.0,4,4,3+,34.0,Under Construction,2553.0,1,1,0,1,0,1,115
sector 81,flat,vipul lavanya,1.0,8000.0,2,2,2,7.0,Relatively new property,1131.0,0,0,0,0,0,1,31
sector 65,flat,m3m skycity,2.85,15591.0,3,3,3,43.0,Under Construction,1828.0,0,0,0,0,0,1,115
sector 50,flat,unitech fresco,1.82,9913.0,3,3,3+,14.0,Moderately New Property,1830.0,0,0,1,0,0,0,174
sector 69,flat,tulip violet,1.38,8973.0,3,3,1,12.0,Relatively new property,1392.0,0,0,0,0,0,1,157
sector 37d,flat,bptp terra,1.72,9498.0,3,3,3,9.0,Relatively new property,1373.0,0,1,0,0,0,0,24
sector 92,flat,sare petioles,1.25,6098.0,3,3,3,18.0,Under Construction,2278.0,1,0,0,0,0,1,44
sector 82,flat,vatika the seven lamps,1.0,5924.0,2,2,2,11.0,Relatively new property,1299.0,0,1,0,0,0,0,90
sector 65,flat,emaar mgf emerald estate,1.7,21014.0,3,3,3,7.0,Relatively new property,1081.0,0,1,0,0,0,0,116
sector 113,flat,la vida by tata housing,1.45,11364.0,2,2,2,6.0,Relatively new property,1080.0,0,0,0,0,0,1,80
sector 38,house,independent,3.9,21242.0,6,6,3+,3.0,Moderately New Property,1835.99,1,1,0,1,0,1,32
sector 69,flat,tulip lemon,0.62,12863.0,2,2,1,4.0,Relatively new property,536.0,0,0,0,0,0,0,108
sector 85,flat,ss the leaf,1.04,5974.0,2,3,3+,4.0,Relatively new property,1576.0,0,0,0,0,1,1,113
sector 7,house,independent,1.35,4545.0,4,5,0,3.0,Old Property,330.0,0,0,0,0,0,1,0
sector 86,flat,pyramid urban homes 2,0.5,8319.0,2,2,1,2.0,Relatively new property,668.0,0,0,0,0,0,1,35
sector 103,flat,indiabulls centrum park,1.34,7486.0,3,3,3+,13.0,Relatively new property,1560.0,0,1,0,0,0,1,93
sector 49,flat,vatika city,1.72,7818.0,3,3,2,2.0,Old Property,2444.0,0,0,0,0,0,0,144
sector 3,flat,godrej habitat,1.35,12784.0,2,2,0,4.0,Old Property,1056.0,0,0,0,0,0,1,60
sector 83,flat,emaar palm gardens,1.75,9211.0,3,3,3+,11.0,Relatively new property,1549.0,1,0,0,0,0,1,120
sector 99a,flat,laxmi apartment sector 99a gurgaon,0.3,4615.0,2,2,1,4.0,New Property,600.0,0,0,0,0,0,1,44
sector 102,flat,emaar gurgaon greens,1.38,13490.0,3,3,3,6.0,Relatively new property,1315.0,1,0,0,0,0,0,128
sector 7,house,independent,0.45,5000.0,3,2,0,1.0,Old Property,1000.0,0,0,0,0,0,1,0
sector 108,flat,sobha city,2.33,14463.0,3,3,3,17.0,Relatively new property,1711.0,0,0,0,0,1,0,159
sector 7,house,independent,3.1,13778.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,1,22
sector 50,house,unitech espace,7.42,34351.0,4,4,3,2.0,Old Property,3200.0,0,0,0,0,0,0,88
sector 85,flat,ss the leaf,1.3,10484.0,2,2,3+,10.0,Relatively new property,1491.0,0,0,0,0,1,1,148
sector 89,flat,smart world gems,0.97,8794.0,2,2,3+,2.0,New Property,1103.0,0,0,0,0,0,1,49
sector 68,flat,m3m sierra 68,1.2,9002.0,2,2,3,1.0,Relatively new property,982.0,0,0,0,0,0,2,76
sector 67,flat,m3m merlin,4.5,14268.0,4,4,3+,15.0,Relatively new property,2854.0,1,0,0,0,0,0,158
sector 70a,house,bptp visionnaire,5.4,20690.0,4,5,3+,3.0,Relatively new property,2610.0,1,1,0,1,1,0,136
sector 85,flat,ss,1.2,7151.0,2,2,3,15.0,Relatively new property,1660.0,0,0,0,0,0,1,49
sector 102,flat,emaar gurgaon greens,1.4,13685.0,3,3,3,7.0,Relatively new property,1315.0,1,0,0,0,0,1,67
sector 83,flat,vatika gurgaon,1.08,6225.0,3,3,2,11.0,Relatively new property,1570.0,0,0,1,0,0,1,19
sector 2,flat,palam vihar society,0.4,8602.0,1,1,1,5.0,Moderately New Property,450.0,0,0,0,0,0,0,39
sector 72,flat,tata primanti,3.25,10545.0,3,3,3,2.0,Moderately New Property,2986.0,1,0,0,0,0,1,94
sector 76,flat,suncity avenue 76,0.55,7422.0,2,2,2,9.0,Under Construction,823.0,0,0,0,0,0,1,26
sector 83,flat,vatika gurgaon,1.1,6051.0,3,3,3,12.0,Relatively new property,1570.0,1,0,0,0,0,0,66
sector 108,flat,raheja vedas,2.15,4134.0,3,4,3+,12.0,Relatively new property,4600.0,0,1,0,0,0,1,0
sector 85,flat,ss,2.17,7717.0,4,4,3,7.0,Relatively new property,2600.0,1,1,0,1,0,1,49
sector 81,flat,dlf the ultima,2.25,10553.0,3,3,3+,15.0,Relatively new property,1929.0,1,0,0,0,0,2,165
sector 85,flat,ss the leaf,2.7,7754.0,4,4,3+,23.0,New Property,3151.0,0,0,0,0,0,1,21
sector 2,flat,ansal api celebrity suites,0.6,8163.0,1,1,1,5.0,Moderately New Property,665.0,0,0,0,0,0,0,67
sector 90,flat,dlf regal gardens,1.26,7403.0,3,3,3,6.0,Relatively new property,1603.0,0,0,1,0,0,0,28
new,flat,takshila heights sector 37 c,0.67,5583.0,2,2,2,3.0,Relatively new property,1086.0,0,0,0,0,0,1,23
sector 28,flat,dlf regency park,1.35,11989.0,2,2,2,1.0,Moderately New Property,1109.0,0,0,0,0,0,1,0
sector 65,flat,emaar mgf emerald floors premier,2.35,14242.0,3,3,2,4.0,Relatively new property,1650.0,1,1,0,0,0,1,165
sector 92,flat,dlf garden city floors,1.7,8586.0,3,4,2,1.0,Under Construction,1475.0,0,0,0,0,0,1,63
sector 82a,house,vatika sovereign next,3.85,7500.0,5,6,3+,6.0,Relatively new property,5140.0,0,0,0,0,0,1,53
sector 99,flat,pivotal riddhi siddhi,0.4,4444.0,2,2,2,9.0,New Property,733.0,0,0,0,0,0,1,60
sector 105,house,independent,0.35,7778.0,2,2,1,2.0,Moderately New Property,556.0,0,0,0,0,0,1,0
sector 72,flat,tata primanti,4.25,13077.0,4,4,3+,0.0,Relatively new property,2941.0,1,0,0,0,0,0,174
sector 56,flat,shri banke bihari society,1.35,6750.0,3,3,3,5.0,Old Property,1800.0,0,0,1,0,0,0,82
sector 92,flat,bestech park view sanskruti,1.55,7568.0,3,4,3,16.0,Relatively new property,1805.0,1,0,0,0,0,0,60
sector 41,house,unitech palms south city 1,9.25,28549.0,9,9,3+,4.0,Moderately New Property,5000.0,1,1,0,1,1,0,65
sector 33,flat,central park flower valley,1.4,21538.0,3,3,3,2.0,Under Construction,588.0,0,0,0,0,0,1,54
sector 7,house,independent,2.0,11111.0,2,2,1,2.0,Relatively new property,1800.0,0,0,0,0,0,1,0
sector 56,house,ansal sushant lok 2,3.4,22222.0,6,6,3+,2.0,Moderately New Property,1530.02,0,0,0,0,0,0,29
sector 59,flat,mahindra luminare,5.8,19174.0,3,4,3,16.0,New Property,3361.0,1,0,0,0,0,0,49
sector 65,flat,m3m golfestate,6.1,18139.0,3,3,3,19.0,Moderately New Property,3027.0,1,1,0,0,0,0,174
sector 102,flat,emaar gurgaon greens,1.42,8606.0,3,3,3,4.0,Relatively new property,1314.0,0,0,1,0,0,1,49
sector 70,flat,shree vardhman victoria,1.65,8462.0,3,4,3,12.0,Relatively new property,1765.0,1,0,0,0,1,1,56
sector 107,flat,m3m woodshire,0.8,5857.0,2,2,3+,6.0,Relatively new property,1204.0,0,0,0,1,0,0,174
sohna road road,house,independent,0.49,4260.0,2,2,1,3.0,New Property,1150.0,0,0,0,0,0,1,0
sector 1,house,independent,1.85,16003.0,4,3,2,3.0,Moderately New Property,1284.0,0,0,0,0,0,1,0
sector 23,house,independent,5.0,16244.0,4,4,2,2.0,Old Property,3078.0,0,0,0,0,0,1,7
sector 24,house,independent,11.0,28898.0,8,11,3+,3.0,Old Property,5000.0,1,1,1,1,0,0,39
sector 2,flat,bestech park view residency,1.55,8073.0,3,4,3+,4.0,Old Property,1738.0,1,0,0,0,0,1,84
sector 21,flat,mittal surya vihar,1.4,5833.0,5,4,2,2.0,Moderately New Property,2172.0,0,0,0,0,0,1,0
sector 13,house,independent,2.25,6944.0,10,10,2,1.0,Old Property,400.0,0,0,0,0,0,1,0
sector 47,flat,unitech uniworld gardens,2.4,11505.0,3,3,3+,10.0,Moderately New Property,1888.0,1,0,0,0,0,0,120
sector 36a,flat,krisumi waterfall residences,3.65,14381.0,3,3,2,17.0,New Property,2297.0,0,0,0,0,0,1,31
sector 74,flat,m3m skywalk,1.55,13790.0,2,2,3+,18.0,Relatively new property,1300.0,0,0,1,0,0,1,137
sector 26,house,independent,23.0,25556.0,4,4,3+,2.0,Relatively new property,9000.0,1,1,0,1,1,0,145
sector 43,flat,beverley park 1,8.44,16231.0,4,5,3,9.0,Moderately New Property,5000.0,1,0,0,0,0,2,117
